Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Virtua Pro Football;PS2;2006.00;Sports;Sega;0;0;0.02;0
PGR4 - Project Gotham Racing 4;X360;2007.00;Racing;Microsoft Game Studios;0.48;1.29;0.02;0.25
Star Wars: The Force Unleashed;DS;2008.00;Action;LucasArts;0.51;0.29;0;0.09
Dynasty Warriors: Gundam Reborn;PSV;2013.00;Action;Namco Bandai Games;0;0;0.13;0
Looney Tunes: Galactic Sports;PSV;2015.00;Action;Sony Computer Entertainment;0;0.06;0;0.02
Last Escort 2: Shinya no Amai Toge;PS2;2008.00;Adventure;D3Publisher;0;0;0.03;0
Wacky Races: Crash & Dash;DS;2008.00;Racing;Eidos Interactive;0.19;0;0;0.01
Amatsumi Sora ni! Kumo no Hatate ni;PSV;2015.00;Adventure;Prototype;0;0;0.02;0
Petz Dogz 2;Wii;2007.00;Simulation;Ubisoft;0.53;0.01;0;0.04
Littlest Pet Shop: Jungle;DS;2008.00;Simulation;Electronic Arts;0.34;0.2;0;0.06
LEGO Indiana Jones 2: The Adventure Continues;PC;2009.00;Action;Activision;0.02;0.03;0;0.01
World Sports Competition;PS3;2009.00;Sports;Hudson Soft;0.02;0;0;0.01
Minority Report: Everybody Runs;GC;2002.00;Action;Activision;0.08;0.02;0;0
Farming Simulator 2015;X360;2015.00;Simulation;Koch Media;0.21;0.16;0;0.04
Mega Man Zero 3;GBA;2004.00;Platform;Capcom;0.16;0.06;0;0
Ukiyo no Roushi;PSV;2015.00;Action;Unknown;0;0;0.02;0
Dragon Quest V: Hand of the Heavenly Bride;DS;2008.00;Role-Playing;Square Enix;0.19;0.02;1.36;0.02
That's So Raven;GBA;2004.00;Adventure;Disney Interactive Studios;0.54;0.2;0;0.01
Flipper Critters;DS;2007.00;Simulation;Conspiracy Entertainment;0.03;0;0;0
That's So Raven: Psychic on the Scene;DS;2006.00;Adventure;Disney Interactive Studios;0.23;0;0;0.02
Resident Evil Director's Cut;PS;1996.00;Action;Virgin Interactive;1.82;1.24;0.47;0.25
Summon Night EX-Thesis: Yoake no Tsubasa;PS2;2005.00;Role-Playing;Banpresto;0;0;0.16;0
Ribbit King;GC;2003.00;Sports;Atari;0.04;0.01;0;0
Tomb Raider: Legend;PS2;2006.00;Action;Eidos Interactive;0.25;0.19;0.02;0.06
Tomb Raider III: Adventures of Lara Croft;PC;1998.00;Action;Eidos Interactive;0.59;0.03;0;0
Hearts of Iron III;PC;2009.00;Strategy;Paradox Interactive;0.01;0.04;0;0.01
Spirit: Stallion of the Cimarron;GBA;2002.00;Platform;THQ;0.21;0.08;0;0.01
Driver: San Francisco;PC;2011.00;Racing;Ubisoft;0.05;0.1;0;0.03
Aqua Teen Hunger Force: Zombie Ninja Pro-Am;PS2;2007.00;Racing;Midway Games;0.03;0.03;0;0.01
Fossil Fighters: Frontier;3DS;2014.00;Role-Playing;Nintendo;0.08;0.04;0.23;0.01
Portal 2;PC;2011.00;Shooter;Valve Software;0.33;0.32;0;0.11
Naruto Shippuden: Ultimate Ninja Storm Revolution;X360;2014.00;Fighting;Namco Bandai Games;0.13;0.08;0;0.02
Monster 4X4: World Circuit;Wii;2006.00;Racing;Ubisoft;0.81;0;0.01;0.07
Raving Rabbids: Travel in Time;Wii;2010.00;Adventure;Ubisoft;0.22;0.47;0;0.08
Spore Hero Arena;DS;2009.00;Simulation;Electronic Arts;0.18;0;0;0.01
Monster Trux Offroad;Wii;2007.00;Racing;Popcorn Arcade;0.01;0;0;0
Romeo Vs. Juliet;PSP;2013.00;Adventure;Quinrose;0;0;0.01;0
Army Corps of Hell;PSV;2011.00;Action;Square Enix;0.05;0.04;0;0.02
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita;PS3;2009.00;Role-Playing;Nippon Ichi Software;0;0;0.01;0
Saigo no Yakusoku no Monogatari;PSP;2011.00;Role-Playing;Unknown;0;0;0.11;0
Stuntman;GBA;2003.00;Racing;Atari;0.03;0.01;0;0
MLB 12: The Show;PS3;2012.00;Sports;Sony Computer Entertainment;0.86;0;0;0.06
LEGO Dimensions;PS4;2015.00;Action;Warner Bros. Interactive Entertainment;0.22;0.32;0;0.1
WWF Attitude;N64;1999.00;Fighting;Acclaim Entertainment;0.57;0.13;0;0.01
Legend of the Guardians: The Owls of Ga'Hoole;DS;2010.00;Action;Warner Bros. Interactive Entertainment;0.11;0.02;0;0.01
Volleyball;NES;1987.00;Sports;Nintendo;0.14;0.03;1.98;0
Sniper Elite V2;X360;2012.00;Shooter;505 Games;0.46;0.29;0.02;0.07
Pass the Pigs;DS;2008.00;Misc;THQ;0.2;0;0;0.02
Pictionary;Wii;2010.00;Puzzle;THQ;0.61;0.19;0;0.07
Flash Focus: Vision Training in Minutes a Day;DS;2007.00;Misc;Nintendo;0.87;1.57;1.05;0.35
Scarface: The World is Yours;Wii;2007.00;Action;Vivendi Games;0.12;0.01;0;0.01
Yard Sale Hidden Treasures: Sunnyville;DS;2010.00;Puzzle;Konami Digital Entertainment;0.11;0;0;0.01
Freedom Fighters;XB;2003.00;Shooter;Electronic Arts;0.17;0.05;0;0.01
Elebits;Wii;2006.00;Action;Konami Digital Entertainment;0.22;0.01;0.08;0.02
Brave Story: New Traveler (US sales);PSP;2006.00;Role-Playing;Sony Computer Entertainment;0.11;0;0;0
Millipede;2600;1983.00;Shooter;Atari;0.45;0.03;0;0.01
The Idolm@ster;X360;2007.00;Simulation;Namco Bandai Games;0;0;0.08;0
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden;PSP;2011.00;Role-Playing;Starfish;0;0;0.02;0
TMNT;X360;2007.00;Action;Ubisoft;0.47;0.04;0;0.04
Suzuki TT Superbikes;PS2;2005.00;Racing;Jester Interactive;0.33;0.01;0;0.05
Deadly Premonition;X360;2010.00;Action;Rising Star Games;0.18;0.06;0;0.02
Dragon Ball Z: Sagas;PS2;2005.00;Fighting;Atari;0.38;0.01;0;0.06
Prinny: Can I Really Be the Hero?;PSP;2008.00;Platform;Tecmo Koei;0.02;0.01;0.05;0.01
The History Channel: Battle for the Pacific;X360;2007.00;Shooter;Activision;0.05;0;0;0
LEGO Indiana Jones: The Original Adventures;PS3;2008.00;Action;Activision;0.44;0.44;0;0.18
Fight Night Round 2;GC;2005.00;Fighting;Electronic Arts;0.13;0.03;0;0
Truck Racer;Wii;2009.00;Racing;Nordic Games;0;0.01;0;0
Yoshi's Cookie;NES;1992.00;Puzzle;Nintendo;0.41;0.06;0.63;0.02
Mace Griffin: Bounty Hunter;PS2;2003.00;Shooter;Electronic Arts;0.09;0.07;0;0.02
Shippuu Mahou Daisakusen: Kingdom-Grandprix;SAT;1996.00;Shooter;Gaga;0;0;0.02;0
EyeToy: AntiGrav;PS2;2004.00;Sports;Sony Computer Entertainment;0.36;0.01;0;0.06
Mercenaries 2: World in Flames;PS2;2008.00;Shooter;Electronic Arts;0.21;0;0;0.17
Archer Maclean's Mercury;PSP;2005.00;Puzzle;Ignition Entertainment;0.17;0.24;0;0.14
Dino Crisis 2;PS;2000.00;Action;Virgin Interactive;0.34;0.49;0.28;0.1
Battlefield 3;PS3;2011.00;Shooter;Electronic Arts;2.85;2.93;0.35;1.1
Forza Horizon 2;X360;2014.00;Racing;Microsoft Game Studios;0.35;0.43;0;0.07
Earth Defense Force 2025;X360;2013.00;Shooter;D3Publisher;0.06;0.04;0.05;0.01
Sacred 2: Fallen Angel;PC;2008.00;Role-Playing;Ascaron Entertainment GmbH;0;0.05;0;0.01
The Eye of Judgment;PS3;2007.00;Misc;Sony Computer Entertainment;0.28;0;0.02;0.03
Ace Combat: Joint Assault;PSP;2010.00;Simulation;Namco Bandai Games;0.06;0.05;0.15;0.03
"Robotics;Notes";PSV;2014.00;Adventure;5pb;0;0;0.02;0
Grand Theft Auto: Vice City;PS2;2002.00;Action;Take-Two Interactive;8.41;5.49;0.47;1.78
Bionicle: Matoran Adventures;GBA;2002.00;Platform;Electronic Arts;0.18;0.07;0;0
Sengoku Basara: Chronicle Heroes;PSP;2011.00;Action;Capcom;0;0;0.16;0
Worms: Open Warfare 2;PSP;2007.00;Strategy;THQ;0.04;0.26;0;0.14
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE;PSP;2006.00;Misc;Sega;0;0;0.06;0
Gauntlet: Dark Legacy;PS2;2001.00;Action;Midway Games;0.56;0.44;0;0.15
NBA Jam;Wii;2010.00;Sports;Electronic Arts;0.38;0.03;0;0.03
James Bond 007: Nightfire;GC;2002.00;Shooter;Electronic Arts;0.6;0.16;0;0.02
Karaoke Revolution;XB;2004.00;Misc;Konami Digital Entertainment;0.06;0.02;0;0
Mirror's Edge Catalyst;PC;2016.00;Platform;Electronic Arts;0.01;0.03;0;0.01
Winter Sports 2011;X360;2011.00;Sports;DTP Entertainment;0;0.02;0;0
Generator Rex: Agent of Providence;DS;2011.00;Action;Activision;0.05;0.01;0;0.01
Tiger Woods PGA Tour 12: The Masters;Wii;2011.00;Sports;Electronic Arts;0.21;0.13;0;0.03
Zoo Tycoon 2;PC;2004.00;Strategy;Microsoft Game Studios;0;0.05;0;0.01
The Hobbit;PS2;2003.00;Platform;Vivendi Games;0.26;0.2;0;0.07
One Piece: Grand Battle!;PS;2001.00;Fighting;Atari;0;0;0.46;0.03
Tiger Woods PGA Tour 07;X360;2006.00;Sports;Electronic Arts;0.44;0;0;0.04
Jersey Devil;PS;1997.00;Platform;Ocean;0.13;0.09;0;0.01
Dead to Rights II;PS2;2005.00;Shooter;Electronic Arts;0.1;0.08;0;0.03
SoniPro;3DS;2014.00;Adventure;imageepoch Inc.;0;0;0.01;0
Pac-Man Collection;GBA;2001.00;Puzzle;Atari;2.07;0.77;0.05;0.05
Tetris Worlds (Online Edition);XB;2003.00;Puzzle;THQ;0.15;0.04;0;0.01
TMNT;DS;2007.00;Action;Ubisoft;0.03;0.01;0;0
Unreal Championship;XB;2002.00;Shooter;Atari;0.59;0.12;0;0.03
USA Today Crossword Challenge;DS;2008.00;Puzzle;Destineer;0.11;0;0;0.01
World Series of Poker 2008: Battle for the Bracelets;PS3;2007.00;Misc;Activision;0.08;0.01;0;0.01
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu;Wii;2010.00;Fighting;Namco Bandai Games;0;0;0.04;0
God of War III;PS3;2010.00;Action;Sony Computer Entertainment;2.74;1.36;0.12;0.63
Command & Conquer: Red Alert;PC;1996.00;Strategy;Virgin Interactive;1.37;1.34;0;0.14
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb;3DS;2012.00;Misc;Namco Bandai Games;0;0;0.63;0
Alvin and the Chipmunks: Chipwrecked;X360;2011.00;Misc;505 Games;0.08;0.01;0;0.01
Castlevania: Lords of Shadow 2;X360;2014.00;Action;Konami Digital Entertainment;0.02;0.07;0;0.01
Sid Meier's Civilization Revolution;PS3;2008.00;Strategy;Take-Two Interactive;0.49;0.19;0.01;0.1
Madden NFL 2004;GC;2003.00;Sports;Electronic Arts;0.4;0.1;0;0.01
Baseball Advance;GBA;2002.00;Sports;Sega;0.1;0.04;0;0
Clash of Elementalists;3DS;2013.00;Action;Unknown;0;0.03;0;0
LEGO Star Wars II: The Original Trilogy;GC;2006.00;Action;LucasArts;0.75;0.19;0;0.03
All Kamen Rider: Rider Generation;DS;2011.00;Action;Namco Bandai Games;0;0;0.12;0
Bushido Blade 2;PS;1998.00;Fighting;SquareSoft;0.25;0.17;0.22;0.04
Ben 10 Galactic Racing;PS3;2011.00;Racing;D3Publisher;0.06;0.02;0;0.01
Bound By Flame;X360;2014.00;Role-Playing;N/A;0;0.01;0;0
Ni no Kuni: Wrath of the White Witch;PS3;2011.00;Role-Playing;Namco Bandai Games;0.6;0.51;0.21;0.23
Darius Gaiden;SAT;1995.00;Shooter;Acclaim Entertainment;0;0;0.1;0
C: The Contra Adventure;PS;1998.00;Shooter;Konami Digital Entertainment;0.04;0.02;0;0
NFL Blitz 2001;N64;2000.00;Sports;Midway Games;0.34;0.07;0;0
X-Men: The Official Game;GBA;2006.00;Action;Activision;0.05;0.02;0;0
Pinball;NES;1984.00;Action;Nintendo;0.8;0.19;0.83;0.03
Tsuyo Kiss 2 Portable;PSP;2010.00;Adventure;NetRevo;0;0;0.02;0
Puppeteer;PS3;2013.00;Platform;Sony Computer Entertainment Europe;0.11;0.1;0.02;0.04
IL-2 Sturmovik: Birds of Prey;PSP;2009.00;Simulation;505 Games;0.08;0.07;0;0.04
Moto Racer DS;DS;2008.00;Racing;Nobilis;0;0.02;0;0
Murdered: Soul Suspect;X360;2014.00;Action;Square Enix;0.06;0.04;0;0.01
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars;GBA;2004.00;Strategy;Nintendo;0;0;0.08;0
Curious George;GBA;2006.00;Action;Namco Bandai Games;0.12;0.04;0;0
Dawn of Discovery;PC;2009.00;Simulation;Ubisoft;0;0.32;0;0.07
Deadly Arts;N64;1998.00;Fighting;Konami Digital Entertainment;0.03;0.01;0;0
Runabout 3: Neo Age;PS2;2002.00;Racing;BAM! Entertainment;0;0;0.03;0
Kami Naru Kimi to;PSP;2011.00;Adventure;Idea Factory;0;0;0.02;0
Code:Realize - Sousei no Himegimi;PSV;2014.00;Adventure;Idea Factory;0.09;0;0.03;0.03
Devil May Cry 4;PS3;2008.00;Action;Capcom;0.58;0.46;0.34;0.21
Brain Quest: Grades 5 & 6;DS;2008.00;Misc;Electronic Arts;0.11;0;0;0.01
Afro Samurai;X360;2009.00;Action;Atari;0.16;0.05;0;0.02
Just Dance 4;WiiU;2012.00;Misc;Ubisoft;0.22;0.14;0;0.03
Skylanders: Trap Team;WiiU;2014.00;Action;Activision;0.39;0.25;0;0.06
Pocky & Rocky with Becky;GBA;2001.00;Shooter;Altron;0.05;0.02;0;0
The Legend of Zelda: Link's Awakening DX;GB;1998.00;Adventure;Nintendo;1;0.63;0.45;0.13
FIFA Soccer 07;PSP;2006.00;Sports;Electronic Arts;0.24;0.65;0;0.32
The Penguins of Madagascar;DS;2010.00;Action;THQ;0.13;0.12;0;0.02
Tonic Trouble;N64;1999.00;Platform;Ubisoft;0.09;0.02;0;0
Conflict: Desert Storm II - Back to Bagdhad;GC;2004.00;Shooter;SCi;0.03;0.01;0;0
The Sims 2: Happy Holiday Stuff;PC;2006.00;Simulation;Electronic Arts;0.01;0.01;0;0
Bust-A-Move Deluxe;PSP;2006.00;Puzzle;505 Games;0.13;0;0;0.01
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III;PS2;2007.00;Misc;Hackberry;0;0;0.08;0
Second Sight;GC;2004.00;Adventure;Codemasters;0.04;0.01;0;0
Resident Evil 5 HD;PS4;2016.00;Action;Capcom;0.01;0;0;0
NASCAR '14;X360;2014.00;Racing;Deep Silver;0.15;0;0;0.01
Tokimeki Memorial: Girl's Side 2nd Season;DS;2008.00;Adventure;Konami Digital Entertainment;0;0;0.11;0
Urban Reign;PS2;2005.00;Action;Namco Bandai Games;0.04;0.03;0;0.01
Ebikore Photo Kano Kiss;PSV;2015.00;Action;Kadokawa Games;0;0;0.03;0
Yokai Watch Busters;3DS;2015.00;Action;Level 5;0;0;2.28;0
Jonah Lomu Rugby Challenge;X360;2011.00;Sports;Home Entertainment Suppliers;0.09;0.21;0;0.04
NCAA Final Four 2001;PS;2000.00;Sports;Sony Computer Entertainment;0.09;0.06;0;0.01
NHL 2K9;Wii;2008.00;Sports;Take-Two Interactive;0.06;0;0;0.01
Zoids Dash;DS;2006.00;Role-Playing;Tomy Corporation;0;0;0.02;0
Open Season;GC;2006.00;Platform;Ubisoft;0.13;0.03;0;0
Gold and Glory: The Road to El Dorado;PS;2000.00;Adventure;Ubisoft;0.03;0.02;0;0
Gran Turismo Concept 2001 Tokyo;PS2;2001.00;Racing;Unknown;0;1.1;0.42;0.33
Ty the Tasmanian Tiger 3: Night of the Quinkan;GC;2005.00;Action;Activision;0.07;0.02;0;0
Dark Messiah of Might and Magic Elements;X360;2008.00;Role-Playing;Ubisoft;0.16;0.02;0.01;0.02
Hyakka Yakou;PSV;2015.00;Action;Unknown;0;0;0.01;0
Sonic Riders;XB;2006.00;Racing;Sega;0.1;0.03;0;0
Spartan: Total Warrior;PS2;2005.00;Action;Sega;0.11;0.09;0;0.03
Monster! Bass Fishing;GBA;2003.00;Sports;Ignition Entertainment;0.04;0.01;0;0
Castlevania: Lords of Shadow;PS3;2010.00;Action;Konami Digital Entertainment;0.5;0.37;0.1;0.16
Phoenix Wright: Ace Attorney - Dual Destinies;3DS;2013.00;Adventure;Capcom;0;0;0.38;0
R: Racing Evolution;PS2;2003.00;Racing;Namco Bandai Games;0.14;0.11;0;0.04
Front Mission: Gun Hazard;SNES;1996.00;Role-Playing;SquareSoft;0;0;0.24;0
SpongeBob: HeroPants;X360;2015.00;Platform;Activision;0.08;0;0;0.01
Yu-Gi-Oh! 5D's Tag Force 6;PSP;2011.00;Strategy;Konami Digital Entertainment;0;0;0.16;0
Demolition Company: Gold Edition;PC;2011.00;Simulation;N/A;0;0.02;0;0
Dragon Ball Z: Collectible Card Game;GBA;2002.00;Misc;Infogrames;0.33;0.12;0;0.01
Thunder Alley;GBA;2004.00;Racing;XS Games;0.01;0;0;0
Nobunaga's Ambition: Sphere of Influence;PSV;2014.00;Strategy;Tecmo Koei;0;0;0.05;0
The Lord of the Rings: The Third Age;GBA;2004.00;Role-Playing;Electronic Arts;0.16;0.06;0;0
The Adventures of Cookie & Cream;PS2;2000.00;Puzzle;Empire Interactive;0.09;0.07;0;0.02
Kirby: Canvas Curse;DS;2005.00;Platform;Nintendo;0.37;0;0.32;0.04
The Bachelor: The Videogame;DS;2010.00;Misc;Warner Bros. Interactive Entertainment;0.08;0;0;0.01
The Sky Crawlers: Innocent Aces;Wii;2008.00;Simulation;Namco Bandai Games;0.09;0.02;0.01;0.01
Sins of a Solar Empire;PC;2008.00;Strategy;Pinnacle;0;0.02;0;0.01
WRC 2: FIA World Rally Championship;PC;2011.00;Racing;Ubisoft;0;0.01;0;0
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou;DS;2008.00;Adventure;Namco Bandai Games;0;0;0.02;0
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP;DS;2011.00;Misc;Plenty;0;0;0.02;0
Marvel Super Hero Squad: The Infinity Gauntlet;DS;2010.00;Action;THQ;0.17;0.03;0;0.02
Star Wars: Jedi Starfighter;PS2;2002.00;Simulation;Activision;0.24;0.19;0;0.06
Rune Factory: Frontier;Wii;2008.00;Role-Playing;Rising Star Games;0.18;0.14;0.04;0.04
Tenchu: Shadow Assassins;Wii;2008.00;Action;Ubisoft;0.16;0.01;0.03;0.02
Cats & Dogs: The Revenge of Kitty Galore;DS;2010.00;Action;505 Games;0.1;0;0;0.01
Tom Clancy's Rainbow Six 3;XB;2003.00;Shooter;Ubisoft;0.91;0.57;0;0.07
Fear Effect 2: Retro Helix;PS;2001.00;Action;Eidos Interactive;0.1;0.07;0;0.01
Supercar Street Challenge;PS2;2001.00;Racing;Activision;0.55;0.43;0;0.14
BIT.TRIP COMPLETE;Wii;2011.00;Misc;Rising Star Games;0.06;0.02;0;0.01
Suggoi! Arcana Heart 2;PS2;2009.00;Fighting;AQ Interactive;0;0;0.03;0
The Incredibles;GBA;2004.00;Action;THQ;1.15;0.77;0.04;0.1
NASCAR Thunder 2004;XB;2003.00;Racing;Electronic Arts;0.18;0.05;0;0.01
Mahjong Fight Club DS: Wi-Fi Taiou;DS;2006.00;Misc;Konami Digital Entertainment;0;0;0.07;0
Twisted Edge Extreme Snowboarding;N64;1998.00;Sports;Kemco;0.16;0.04;0;0
Lara Croft and the Temple of Osiris;PS4;2014.00;Action;Square Enix;0;0.07;0;0.01
Tiger Woods PGA Tour 11;Wii;2010.00;Sports;Electronic Arts;0.24;0.26;0;0.06
WWF WrestleMania 2000;N64;1999.00;Fighting;THQ;1.2;0.25;0.02;0.02
X-Men: Children of the Atom;SAT;1995.00;Fighting;Acclaim Entertainment;0;0;0.21;0
Kowloon's Gate;PS;1997.00;Adventure;Sony Computer Entertainment;0;0;0.14;0.01
The Great Escape;XB;2003.00;Action;SCi;0.05;0.01;0;0
Sniper Elite;XB;2005.00;Shooter;Ubisoft;0.07;0.02;0;0
Doki Doki! PreCure Narikiri Life!;3DS;2013.00;Action;Namco Bandai Games;0;0;0.04;0
Imagine: Figure Skater (US sales);DS;2007.00;Sports;Ubisoft;0.46;0.01;0;0
The SpongeBob SquarePants Movie;PS2;2004.00;Platform;THQ;1.06;0.54;0;0.16
Tokyo Jungle;PS3;2012.00;Action;Sony Computer Entertainment;0;0;0.26;0
Family Party: Fitness Fun;Wii;2010.00;Sports;D3Publisher;0.14;0;0;0.01
Toy Story 3: The Video Game;PS3;2010.00;Action;Disney Interactive Studios;0.51;0.42;0;0.17
Dogz;GBA;2004.00;Simulation;Ubisoft;0.45;0.17;0;0.01
Ben 10 Galactic Racing;X360;2011.00;Racing;D3Publisher;0.07;0.02;0;0.01
Ski Region Simulator;PC;2011.00;Simulation;Excalibur Publishing;0;0.05;0;0.01
Darksiders;PS3;2010.00;Action;THQ;0.01;0.01;0;0
Two Worlds;X360;2007.00;Role-Playing;SouthPeak Games;0.41;0.23;0;0.07
The Sims 3;PS3;2010.00;Simulation;Electronic Arts;0.73;0.97;0.02;0.34
Grand Theft Auto: Vice City Stories;PS2;2007.00;Action;Take-Two Interactive;0.78;0.03;0.03;0.13
Metroid II: Return of Samus;GB;1991.00;Adventure;Nintendo;0.85;0.31;0.56;0.04
Wolfenstein: The Old Blood;XOne;2015.00;Action;Bethesda Softworks;0.07;0.07;0;0.01
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru;PSV;2013.00;Adventure;5pb;0;0;0.02;0
Scooby-Doo 2: Monsters Unleashed;GBA;2004.00;Action;THQ;0.51;0.19;0;0.01
V-Rally 3;PS2;2002.00;Racing;Atari;0.03;0.02;0;0.01
Sudeki;XB;2004.00;Role-Playing;Microsoft Game Studios;0.14;0.04;0;0.01
MLB 16: The Show;PS3;2016.00;Action;Sony Computer Entertainment;0.13;0;0;0.03
Universe at War: Earth Assault;X360;2008.00;Action;Sega;0.09;0.01;0;0.01
Moon;DS;2009.00;Adventure;Mastiff;0.04;0;0;0
Animal Planet: Vet Life;Wii;2009.00;Simulation;Activision;0.09;0;0;0.01
Final Fantasy VIII;PS;1999.00;Role-Playing;SquareSoft;2.28;1.72;3.63;0.23
Xenosaga Episode II: Jenseits von Gut und B̦se;PS2;2004.00;Role-Playing;Sony Computer Entertainment;0.28;0.22;0;0.07
Sled Storm;PS2;2002.00;Racing;Electronic Arts;0.22;0.17;0;0.06
Jambo! Safari Animal Rescue;Wii;2009.00;Simulation;Sega;0.07;0.01;0;0.01
Sonic and the Secret Rings;Wii;2007.00;Platform;Sega;1.24;1.2;0.04;0.3
The Cursed Crusade;PS3;2011.00;Action;DTP Entertainment;0.07;0.07;0.01;0.03
Gunvalkyrie;XB;2002.00;Shooter;Infogrames;0.13;0.04;0;0.01
Reality Fighters;PSV;2012.00;Fighting;Sony Computer Entertainment;0.06;0.06;0;0.03
Yoru no Nai Kuni;PS3;2015.00;Role-Playing;Tecmo Koei;0;0;0.05;0
Rainbow Islands: Revolution;PSP;2005.00;Action;Rising Star Games;0.01;0;0;0
Resident Evil;PS;1996.00;Action;Virgin Interactive;2.05;1.16;1.11;0.73
Roadsters 99;N64;1999.00;Racing;Titus;0.06;0.13;0;0.01
Kung Fu Panda 2;Wii;2011.00;Action;THQ;0.08;0.05;0;0.01
Tomb Raider: Anniversary;PS2;2007.00;Action;Eidos Interactive;0.41;0.02;0;0.07
Call of Duty: World at War;PS3;2008.00;Shooter;Activision;2.72;1.87;0;0.84
Sora no Otoshimono Forte: Dreamy Season;DS;2011.00;Adventure;Kadokawa Shoten;0;0;0.02;0
Grand Theft Auto: Vice City Stories;PSP;2006.00;Action;Take-Two Interactive;1.7;2.02;0.16;1.21
Boku no Natsuyasumi;PS;2000.00;Adventure;Sony Computer Entertainment;0;0;0.37;0.03
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari;DS;2007.00;Role-Playing;Banpresto;0;0;0.08;0
Super Mario Advance;GBA;2001.00;Platform;Nintendo;3.14;1.24;0.91;0.2
Tetris Worlds;GC;2002.00;Puzzle;THQ;0.17;0.04;0;0.01
Shrek: Reekin' Havoc;GBA;2003.00;Platform;TDK Mediactive;0.15;0.06;0;0
Peter Pan in Disney's Return to Never Land;PS;2002.00;Platform;Sony Computer Entertainment;0.01;0.01;0;0
Hummer Badlands;PS2;2006.00;Racing;Global Star;0.02;0.02;0;0.01
Real Sound: Kaze no Riguretto;SAT;1997.00;Adventure;Warp;0;0;0.07;0
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival;DS;2008.00;Action;Namco Bandai Games;0;0;0.02;0
LEGO Indiana Jones 2: The Adventure Continues;PS3;2009.00;Action;Activision;0.47;0.3;0;0.13
Pool Hall Pro;Wii;2009.00;Sports;Playlogic Game Factory;0.04;0;0;0
Last Escort: Club Katze;PSP;2010.00;Adventure;D3Publisher;0;0;0.03;0
Pok̩mon Colosseum;GC;2003.00;Role-Playing;Nintendo;1.21;0.57;0.7;0.07
Mercenaries: Playground of Destruction;PS2;2005.00;Action;LucasArts;0.64;0.02;0;0.1
The Legend of Heroes: Trails in the Sky Third Chapter;PSP;2008.00;Role-Playing;Falcom Corporation;0;0;0.07;0
Konami Classics Series: Arcade Hits;DS;2007.00;Misc;Konami Digital Entertainment;0.01;0;0.02;0
Final Fantasy;NES;1987.00;Role-Playing;SquareSoft;0.32;0;0.52;0
NCAA Final Four 2000;PS;1999.00;Sports;989 Sports;0.21;0.14;0;0.02
Parlor! Mini 4;SNES;1996.00;Misc;Nippon Telenet;0;0;0.19;0
Paris-Dakar Rally;PS2;2001.00;Racing;Acclaim Entertainment;0.08;0.06;0;0.02
Texas Hold 'Em Poker DS;DS;2005.00;Misc;Majesco Entertainment;0.03;0;0;0
Hot Shots Golf: World Invitational;PS3;2012.00;Sports;Sony Computer Entertainment;0;0;0.28;0
Ford Racing 2;XB;2003.00;Racing;Empire Interactive;0.11;0.03;0;0.01
Capcom vs. SNK 2: Mark of the Millennium 2001;PS2;2001.00;Fighting;Capcom;0.22;0.17;0.3;0.06
Pac-Man & Galaga Dimensions;3DS;2011.00;Misc;Namco Bandai Games;0.1;0.04;0.04;0.01
Makai Kingdom: Chronicles of the Sacred Tome;PS2;2005.00;Role-Playing;Tecmo Koei;0.06;0.05;0;0.02
X-Men: Destiny;PS3;2011.00;Action;Activision;0.14;0.08;0;0.03
Dragon Ball Z: Sagas;XB;2005.00;Fighting;Atari;0.18;0.05;0;0.01
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!;3DS;2014.00;Action;Namco Bandai Games;0;0;0.06;0
Batman: Arkham Origins;X360;2013.00;Action;Warner Bros. Interactive Entertainment;1.15;0.61;0;0.17
Shrek;XB;2001.00;Platform;TDK Mediactive;0.25;0.1;0;0.01
Harvest Moon: Boy & Girl;PSP;2005.00;Simulation;Marvelous Interactive;0.08;0;0;0.01
PhotoKano;PSV;2013.00;Adventure;Kadokawa Shoten;0;0;0.07;0
Spy Hunter;PS2;2001.00;Racing;Midway Games;1.13;0.32;0;0.22
Monster 4x4: Masters of Metal;GC;2003.00;Racing;Ubisoft;0.04;0.01;0;0
Double Sequence: The Q-Virus Invasion;DS;2008.00;Puzzle;Zoo Digital Publishing;0.01;0;0;0
Game Party in Motion;X360;2010.00;Misc;Warner Bros. Interactive Entertainment;0.36;0.18;0;0.05
